ts_utc	script	protocol	dataset	model	median	p95	max	mean	n	seconds	git_commit	git_dirty	host	os_arch	python	sklearn	numpy	scipy	notes
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-RZPOI_125_2_wb-CMYK->IFRA-wb-NordK_92a_wb-CMYK	gaussian_process	4.157								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-RZPOI_125_2_wb-CMYK->IFRA-wb-PressJ_158_wb-CMYK	gaussian_process	7.001								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-RZPOI_125_2_wb-CMYK->IFRA-wb-SudK_99_2_wb-CMYK	gaussian_process	4.122								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-RZPOI_125_2_wb-CMYK->IFRA-wb-Sudz_100_wb-CMYK	gaussian_process	3.301								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-RZPOI_125_2_wb-CMYK->IFRA-wb-TagesA_147_2_wb-CMYK	gaussian_process	3.477								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-RZPOI_125_2_wb-CMYK->IFRA-wb-TagesA_147_wb-CMYK	gaussian_process	3.439								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-RZPOI_125_2_wb-CMYK->IFRA-wb-marca_133_wb-CMYK	gaussian_process	5.102								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-SudK_99_2_wb-CMYK->IFRA-wb-Age_64a_wb-CMYK	gaussian_process	3.365								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-SudK_99_2_wb-CMYK->IFRA-wb-Arena_111_wb-CMYK	gaussian_process	6.383								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-SudK_99_2_wb-CMYK->IFRA-wb-Dnvk_131_wb-CMYK	gaussian_process	3.878								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-SudK_99_2_wb-CMYK->IFRA-wb-GratN_90_wb-CMYK	gaussian_process	7.414								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-SudK_99_2_wb-CMYK->IFRA-wb-Mbd_103a_wb-CMYK	gaussian_process	2.387								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-SudK_99_2_wb-CMYK->IFRA-wb-NordK_92a_wb-CMYK	gaussian_process	3.585								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-SudK_99_2_wb-CMYK->IFRA-wb-PressJ_158_wb-CMYK	gaussian_process	5.944								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-SudK_99_2_wb-CMYK->IFRA-wb-RZPOI_125_2_wb-CMYK	gaussian_process	4.048								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-SudK_99_2_wb-CMYK->IFRA-wb-Sudz_100_wb-CMYK	gaussian_process	3.124								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-SudK_99_2_wb-CMYK->IFRA-wb-TagesA_147_2_wb-CMYK	gaussian_process	2.609								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-SudK_99_2_wb-CMYK->IFRA-wb-TagesA_147_wb-CMYK	gaussian_process	2.669								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-SudK_99_2_wb-CMYK->IFRA-wb-marca_133_wb-CMYK	gaussian_process	5.088								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-Sudz_100_wb-CMYK->IFRA-wb-Age_64a_wb-CMYK	gaussian_process	3.355								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-Sudz_100_wb-CMYK->IFRA-wb-Arena_111_wb-CMYK	gaussian_process	5.274								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-Sudz_100_wb-CMYK->IFRA-wb-Dnvk_131_wb-CMYK	gaussian_process	3.081								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-Sudz_100_wb-CMYK->IFRA-wb-GratN_90_wb-CMYK	gaussian_process	6.220								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-Sudz_100_wb-CMYK->IFRA-wb-Mbd_103a_wb-CMYK	gaussian_process	2.542								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-Sudz_100_wb-CMYK->IFRA-wb-NordK_92a_wb-CMYK	gaussian_process	3.500								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-Sudz_100_wb-CMYK->IFRA-wb-PressJ_158_wb-CMYK	gaussian_process	5.745								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-Sudz_100_wb-CMYK->IFRA-wb-RZPOI_125_2_wb-CMYK	gaussian_process	3.062								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-Sudz_100_wb-CMYK->IFRA-wb-SudK_99_2_wb-CMYK	gaussian_process	3.452								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-Sudz_100_wb-CMYK->IFRA-wb-TagesA_147_2_wb-CMYK	gaussian_process	2.633								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-Sudz_100_wb-CMYK->IFRA-wb-TagesA_147_wb-CMYK	gaussian_process	2.502								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-Sudz_100_wb-CMYK->IFRA-wb-marca_133_wb-CMYK	gaussian_process	4.440								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_2_wb-CMYK->IFRA-wb-Age_64a_wb-CMYK	gaussian_process	1.977								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_2_wb-CMYK->IFRA-wb-Arena_111_wb-CMYK	gaussian_process	5.155								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_2_wb-CMYK->IFRA-wb-Dnvk_131_wb-CMYK	gaussian_process	1.949								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_2_wb-CMYK->IFRA-wb-GratN_90_wb-CMYK	gaussian_process	6.431								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_2_wb-CMYK->IFRA-wb-Mbd_103a_wb-CMYK	gaussian_process	1.429								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_2_wb-CMYK->IFRA-wb-NordK_92a_wb-CMYK	gaussian_process	2.822								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_2_wb-CMYK->IFRA-wb-PressJ_158_wb-CMYK	gaussian_process	5.925								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_2_wb-CMYK->IFRA-wb-RZPOI_125_2_wb-CMYK	gaussian_process	3.456								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_2_wb-CMYK->IFRA-wb-SudK_99_2_wb-CMYK	gaussian_process	2.712								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_2_wb-CMYK->IFRA-wb-Sudz_100_wb-CMYK	gaussian_process	2.465								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_2_wb-CMYK->IFRA-wb-TagesA_147_wb-CMYK	gaussian_process	0.823								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_2_wb-CMYK->IFRA-wb-marca_133_wb-CMYK	gaussian_process	3.390								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_wb-CMYK->IFRA-wb-Age_64a_wb-CMYK	gaussian_process	1.970								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_wb-CMYK->IFRA-wb-Arena_111_wb-CMYK	gaussian_process	5.208								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_wb-CMYK->IFRA-wb-Dnvk_131_wb-CMYK	gaussian_process	1.949								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_wb-CMYK->IFRA-wb-GratN_90_wb-CMYK	gaussian_process	6.384								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_wb-CMYK->IFRA-wb-Mbd_103a_wb-CMYK	gaussian_process	1.458								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_wb-CMYK->IFRA-wb-NordK_92a_wb-CMYK	gaussian_process	2.716								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_wb-CMYK->IFRA-wb-PressJ_158_wb-CMYK	gaussian_process	5.849								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_wb-CMYK->IFRA-wb-RZPOI_125_2_wb-CMYK	gaussian_process	3.335								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_wb-CMYK->IFRA-wb-SudK_99_2_wb-CMYK	gaussian_process	2.734								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_wb-CMYK->IFRA-wb-Sudz_100_wb-CMYK	gaussian_process	2.385								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_wb-CMYK->IFRA-wb-TagesA_147_2_wb-CMYK	gaussian_process	0.841								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-TagesA_147_wb-CMYK->IFRA-wb-marca_133_wb-CMYK	gaussian_process	3.493								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-marca_133_wb-CMYK->IFRA-wb-Age_64a_wb-CMYK	gaussian_process	3.011								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-marca_133_wb-CMYK->IFRA-wb-Arena_111_wb-CMYK	gaussian_process	2.777								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-marca_133_wb-CMYK->IFRA-wb-Dnvk_131_wb-CMYK	gaussian_process	2.719								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-marca_133_wb-CMYK->IFRA-wb-GratN_90_wb-CMYK	gaussian_process	4.182								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-marca_133_wb-CMYK->IFRA-wb-Mbd_103a_wb-CMYK	gaussian_process	3.684								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-marca_133_wb-CMYK->IFRA-wb-NordK_92a_wb-CMYK	gaussian_process	5.191								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-marca_133_wb-CMYK->IFRA-wb-PressJ_158_wb-CMYK	gaussian_process	7.888								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-marca_133_wb-CMYK->IFRA-wb-RZPOI_125_2_wb-CMYK	gaussian_process	4.694								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-marca_133_wb-CMYK->IFRA-wb-SudK_99_2_wb-CMYK	gaussian_process	5.333								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-marca_133_wb-CMYK->IFRA-wb-Sudz_100_wb-CMYK	gaussian_process	4.248								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-marca_133_wb-CMYK->IFRA-wb-TagesA_147_2_wb-CMYK	gaussian_process	3.611								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:02:30Z	run_ifra.py	ifra-cross-run	IFRA-wb-marca_133_wb-CMYK->IFRA-wb-TagesA_147_wb-CMYK	gaussian_process	3.684								laptop-arm64		3.12.11	1.7.2	2.3.3	1.16.2	backfilled from stream3.log; ts = log mtime (not per-fit)
2026-08-12T07:03:20Z	run.py	5fold-kfold	PC10-CMY	poly3	0.2787	0.9657	7.6947	0.415	818	0.0	5d3dc6e	dirty	dobby-sin-MacBook-Pro.local	Darwin-arm64	3.12.11	1.7.2	2.3.3	1.16.2	
2026-08-12T07:03:20Z	run.py	5fold-kfold	PC10-CMY	knn	2.012	4.2696	8.9177	2.1724	818	0.0	5d3dc6e	dirty	dobby-sin-MacBook-Pro.local	Darwin-arm64	3.12.11	1.7.2	2.3.3	1.16.2	
