SAMPLE_ID,INK_1,INK_2,INK_3,INK_4,INK_5,XYZ_X,XYZ_Y,XYZ_Z,LAB_L,LAB_A,LAB_B
1077,54.52,11.31,50.65,2.7,78.71,11.1133826667,22.1928362315,9.32461725612,54.231011819,-59.3975181692,24.3929559649
1078,44.72,14.45,62.89,5.9,83.07,10.9923068823,21.4196583189,6.69069678702,53.4057580836,-56.7272512234,33.0984174439
1079,35.46,13.2,78.17,13.13,84.64,11.2617858826,20.8982349075,4.58663750736,52.8379388355,-52.3146055516,42.356710236
1080,14.13,16.51,89.22,22.49,90.03,11.1239813175,19.2846714262,2.84291806572,51.0186081012,-45.4736241481,50.4691900531
1081,1.21,37.45,99.37,4.52,100.0,8.8250041865,15.5590639031,1.93345957498,46.3905973962,-43.6023106431,50.3380260339
1082,96.64,2.54,4.13,10.37,20.68,9.7576909484,16.7172404117,32.1285044134,47.9017647308,-42.4423806255,-35.8708223088
1083,88.76,4.2,8.68,7.41,33.86,9.92745299331,18.083764917,27.4467420659,49.5975481217,-48.4083479323,-25.4775996317
1084,80.08,6.44,13.42,5.99,45.05,10.4282640194,19.4747185039,23.0081556603,51.2380410838,-51.6033203812,-14.7358352071
1085,77.57,7.25,28.31,5.73,46.86,10.1911503699,19.5401184268,19.252892776,51.3132231626,-53.7467257238,-7.07133239382
1086,73.71,8.68,41.37,5.41,50.24,9.9868092819,19.4869191282,15.5792144866,51.2520793667,-55.0738364552,1.21344640491
1087,66.33,12.0,50.99,4.87,57.05,10.2302558808,19.8464060027,12.2473078446,51.6631086022,-54.9528714677,10.7659183401
1088,55.23,16.73,58.74,5.5,65.47,11.0731856772,20.4660971399,9.09106423416,52.3601488346,-51.6271728084,21.9814698913
1089,41.24,19.95,67.36,10.28,72.28,11.6373248245,20.4001940213,6.46370968099,52.2866941626,-47.2515805821,32.1592283072
1090,23.23,24.59,76.71,16.03,79.07,11.6169588106,19.3083695349,4.22701106873,51.0460489653,-42.0481955055,41.316711563
1091,6.29,40.01,88.41,8.75,90.11,10.3313901746,16.4493630353,2.65266584605,47.5586041854,-36.4836135456,45.989063503
1092,100.0,20.47,0.16,5.42,0.0,11.1693925313,15.1258820799,42.4487078509,45.8061311832,-22.6752922908,-53.6940193112
1093,92.77,10.87,7.25,17.05,3.15,9.70563862282,14.6435452844,32.3233818074,45.1420600736,-30.9621463975,-40.9236229591
1094,86.64,11.75,14.73,14.34,15.0,10.0282633719,16.0135168277,28.0561350244,46.9922173658,-36.3879268719,-30.9876463053
1095,80.07,14.09,22.19,11.18,26.3,10.7935531656,17.5919764831,24.4051075123,48.9974324229,-39.1959157247,-21.1916029271
1096,79.89,14.12,38.97,11.09,25.14,9.87011072254,17.0365680099,19.2991535818,48.3060784987,-43.2937323274,-12.3546034073
1097,77.79,14.92,52.76,10.31,27.47,9.91952939754,17.5367635645,15.2268146872,48.9293623964,-45.5905997136,-1.91950915397
1098,71.24,17.7,62.12,8.33,36.23,10.545190902,18.4936001018,11.4036179376,50.0894001407,-45.765257447,10.5423194856
1099,57.22,20.62,66.98,10.39,48.73,12.2306928112,20.0631211084,8.59308899509,51.9085025793,-41.4913345959,22.9864117534
1100,36.16,25.62,70.19,15.54,61.48,13.3668220089,20.4363343906,6.221706052,52.3269952568,-35.745655198,33.3103305668
1101,16.29,38.85,76.95,11.22,74.97,12.8318156308,18.6545543694,4.15166077834,50.2805772581,-30.4243829216,40.440950559
1102,1.77,51.42,90.17,2.72,85.35,11.94539498,16.4215616556,2.39092754048,47.5227767938,-24.5560658416,48.091753322
1103,88.01,28.71,4.4,8.06,2.46,11.9978321036,15.484794208,37.3237226923,46.2911671824,-18.883223691,-46.1298075622
1104,82.77,23.72,15.77,14.9,3.49,11.709943801,16.1214005851,30.0545316618,47.1333613081,-24.526047444,-33.9829545848
1105,79.51,23.19,28.49,15.25,7.04,11.6831647324,16.6666358512,24.7977056128,47.8372208017,-27.7488116677,-23.9027214329
1106,78.81,23.42,43.83,14.79,7.07,10.9174149563,16.3301123802,19.2677600097,47.4046408762,-31.4122027188,-13.8419528405
1107,77.66,23.84,58.08,14.09,8.3,10.2158850329,15.9599588617,14.3512430113,46.921912109,-34.627564875,-3.15488825724
1108,73.29,24.14,69.36,13.92,13.98,10.9449043869,17.2724871843,10.3014206235,48.6015515895,-36.3684543367,11.4220349509
1109,55.27,25.81,71.19,16.64,32.92,14.2458945121,20.4509322779,8.47644205406,52.3432602804,-30.2631319151,24.163709624
1110,32.39,32.92,72.99,18.25,50.77,16.2771378977,21.6149335598,6.62994727475,53.6160360544,-23.7404517543,33.723762458
1111,11.93,48.26,78.91,9.13,68.43,15.9614161816,19.9792879764,4.67354447608,51.8137860061,-17.7704256553,40.1118498277
1112,0.78,57.22,93.92,1.6,77.01,16.2614319914,18.8332391853,2.53925511172,50.4915305409,-10.3616612303,51.9653637763
1113,82.94,42.27,1.46,2.05,0.69,14.4238241088,15.8583102932,41.4968130514,46.7880448251,-5.22234590817,-50.794103456
1114,77.62,37.68,13.32,9.93,0.38,14.2555758341,16.6279237437,33.387178105,47.7877569265,-10.5674790523,-37.9501912842
1115,73.99,35.82,26.53,12.92,1.66,14.113435469,17.2238976638,27.4202293281,48.5409174644,-14.695495335,-27.2547418875
1116,73.33,35.12,42.51,14.02,0.0,13.190916763,16.8915385499,21.0358009423,48.1230826032,-18.765469997,-16.260701183
1117,72.74,35.3,57.57,13.63,0.0,12.2664857174,16.4657055967,14.9405380718,47.5796458632,-22.587646696,-3.52849153888
1118,65.36,33.62,67.17,16.97,6.52,13.1486388693,17.4119315003,10.9718171419,48.7749330144,-21.8507028168,9.59797660489
1119,47.67,34.1,70.45,21.14,23.16,16.6305766303,20.4384798349,8.63099057847,52.3293862047,-16.2088016167,23.5739310526
1120,27.75,43.67,74.03,16.48,43.8,18.2725392242,21.4379718813,6.64397016586,53.4255328249,-12.060024063,33.3345048249
1121,8.83,56.03,81.34,7.74,61.04,17.917417393,19.8799402981,4.48722645999,51.7011970749,-6.5002001411,40.9522993059
1122,0.24,62.6,97.44,0.69,68.39,19.1091983608,19.7726328138,2.37476993159,51.5791652561,0.216442579303,55.224218967
1123,77.97,53.46,0.0,0.0,0.0,16.0375969865,15.6116549114,41.5962071411,46.4608135839,5.73879874553,-51.485180182
1124,71.27,49.83,9.05,5.23,0.0,17.2128478015,17.4482549223,36.2837792693,48.8199445441,2.12903751062,-40.3304843185
1125,67.84,48.09,23.21,8.78,0.0,16.542615729,17.5124351517,28.9655273408,48.8993234186,-1.91559411407,-29.1917685717
1126,65.82,47.41,38.28,10.18,0.0,15.8677718592,17.2755216037,22.4496080194,48.605334421,-4.47882876116,-18.2089792652
1127,64.62,47.24,53.52,10.52,0.0,15.2657122033,17.3843517443,16.8133174137,48.7407146986,-8.57243998569,-6.06949637046
1128,56.39,43.89,63.82,17.95,2.47,16.3595629141,18.4702447621,11.9949990049,50.0615672577,-7.95382150744,8.73687594681
1129,40.2,47.18,68.37,17.44,20.78,19.0135746385,20.4184388387,9.29415229972,52.3070453912,-3.40802361532,21.1811931602
1130,21.15,55.75,73.18,11.86,40.93,20.1234167846,20.655495673,6.91664432,52.5703758041,1.01255693956,30.6944072909
1131,6.04,63.39,83.54,6.01,53.81,19.6438219015,19.2531361759,4.37663919665,50.9820574547,5.48373298097,40.3400684227
1132,0.0,67.56,100.0,0.0,59.33,21.4762375067,19.9145130789,2.13095442659,51.7404202496,11.092209535,57.6760122541
1133,64.26,60.25,4.06,1.81,0.0,19.1855897372,16.5837762075,37.1033667999,47.7312542169,17.190193209,-43.3441631037
1134,60.14,58.6,18.22,5.93,0.0,19.5595884158,17.7405896582,30.6479178633,49.1799474722,12.8303328976,-31.3882570554
1135,56.59,57.37,32.79,9.08,0.0,17.4037323314,15.7901065236,22.4757898288,46.6979020707,12.3126218628,-21.5480170931
1136,54.22,56.8,48.0,10.67,0.0,17.2316542579,16.0659471429,17.0345952417,47.0608906811,9.81365880341,-9.47980309695
1137,47.68,56.57,59.68,12.67,4.96,17.6535131647,16.6973434935,12.2282716632,47.8764026313,8.57825302611,4.2920079413
1138,32.75,59.35,66.06,12.49,20.15,19.3177235304,17.7483828711,9.31248353024,49.1894903126,11.5732646997,15.7426373994
1139,17.24,64.08,74.32,10.24,34.13,19.7010733451,17.9920571512,6.41515071496,49.4864723838,12.2157555789,27.5460978472
1140,4.74,69.26,86.35,5.63,44.9,19.484208953,17.3842499011,3.96548651295,48.7405882743,14.3462453826,38.9064009178
1141,0.0,70.87,100.0,0.0,48.45,21.3620222229,18.5615881567,1.9910755411,50.1702892903,17.3217841291,56.29179836
1142,57.35,69.69,0.0,0.0,0.0,19.6152097757,14.2370218841,35.4457256834,44.5709483541,32.9749161797,-46.4762639031
1143,50.37,67.18,11.54,6.08,0.0,20.4316643633,15.4968000072,29.3008715226,46.3072617252,29.5153666944,-34.2032246901
1144,44.56,65.47,25.31,11.31,0.0,20.1171180391,15.6224030189,22.8709056572,46.4751443629,27.2541598471,-22.6873931577
1145,41.36,64.93,41.01,13.28,0.0,19.8181360682,15.7124000438,17.307871855,46.5948829792,25.2616229888,-10.912016055
1146,37.52,65.66,55.46,12.68,3.64,20.2031747107,16.4914667935,12.9281460596,47.6127861442,22.7727796733,1.85562486945
1147,26.74,68.3,65.28,10.71,15.53,21.1871181609,17.1745021849,9.37844382378,48.4791605953,23.7831782202,14.2902699323
1148,12.93,72.16,74.95,7.91,28.51,21.6760700594,17.1079467533,6.29423751709,48.395761889,26.4459648839,26.2052681528
1149,2.57,75.84,88.22,3.43,37.81,21.9987456361,17.067456609,3.60967654965,48.3449189786,28.1662342998,40.4675439065
1150,41.45,75.61,5.74,5.04,0.0,22.9285741001,14.9224167026,28.650949232,45.5277514092,44.554373223,-34.4922077511
1151,32.34,73.32,17.96,13.01,0.0,23.8752398042,16.1165451265,23.073086014,47.1270224833,41.8666870322,-21.9465961948
1152,28.78,72.97,34.51,14.73,0.0,23.5742239683,16.4374710084,17.7627369629,47.5432839802,38.7473918525,-10.3088735709
1153,27.18,73.34,51.67,14.24,0.55,23.5182092945,16.7308334812,12.7556933603,47.9190799053,36.8797636425,2.86528752656
1154,22.71,74.51,66.35,12.79,5.28,23.3141862262,16.7276424805,8.41981301458,47.9150159755,35.9913076415,16.7378662517
1155,9.66,78.75,76.22,7.03,21.04,23.7529509022,16.7622330838,5.70435931676,47.9590416412,37.74343559,28.1894337871
1156,1.09,81.63,90.25,1.68,30.0,24.4732337524,17.1992265055,3.2183507281,48.5100870434,38.5048780392,43.3969484579
1157,33.98,83.95,1.33,2.13,0.24,26.4499499464,15.4733272082,28.9672733154,46.2757871654,56.4388413093,-33.717941684
1158,20.52,80.84,11.24,13.67,0.0,27.129116275,16.5899011729,22.9488419959,47.7390993075,52.8885939651,-20.6561159009
1159,17.56,80.83,29.21,14.3,0.0,26.7138958901,16.6221036215,17.998105799,47.7803137069,51.0308685441,-10.42731781
1160,16.4,81.16,47.49,13.63,0.0,26.1344875239,16.6377741514,13.1730808815,47.8003504285,48.5707333938,1.50234289829
1161,14.27,81.82,64.33,12.37,1.87,25.8577937681,16.6617487332,8.75619583619,47.8309805797,47.2927338576,15.3645707994
1162,7.8,84.13,78.28,7.83,10.89,26.5754950618,17.4610626406,5.67738467316,48.8358008106,45.9174872278,29.8306788812
1163,0.41,86.72,92.51,0.75,21.02,27.4849305742,18.0090650985,3.07080388071,49.5071007401,46.6940176148,46.1687195401
1164,27.92,92.75,0.0,0.0,0.0,27.5935049533,14.706409473,26.2325270965,45.2294286898,65.5649775256,-30.934445242
1165,9.83,87.91,5.69,12.71,0.0,30.3834713236,17.2612625397,23.4946251862,48.5875546362,61.8404258434,-20.2201124395
1166,8.65,88.33,25.58,11.51,0.0,30.2808020985,17.5326776601,18.7508133792,48.9243193569,60.0051902388,-10.1103696453
1167,7.62,88.71,44.47,10.41,0.13,30.186412118,17.7742489875,13.9636803777,49.2211435338,58.3722848752,1.82346221391
1168,6.9,88.98,62.69,9.6,0.0,29.5182010851,17.5831728555,9.32610793191,48.9865882999,56.8595248024,15.3456940231
1169,4.62,89.92,79.28,6.88,3.44,29.2533093437,17.6694244431,5.68034322638,49.0926756409,55.3912370323,30.2593330487
1170,0.18,91.49,94.81,0.4,11.25,30.0913414012,18.2764780861,2.82929736944,49.8297429449,55.3922257172,48.5235240521
1171,3.47,94.9,3.36,7.81,0.0,32.3640534333,16.9442378363,22.1978636715,48.1896984517,70.7931349816,-18.4393461863
1172,2.62,95.3,23.8,6.11,0.0,32.1653277713,17.1312627217,17.4046274588,48.4250030362,69.0662321693,-7.97766359646
1173,1.91,95.63,43.15,4.58,0.06,32.3988300118,17.5981774638,13.0493402485,49.0050684888,67.4030226284,3.92023652671
1174,1.36,95.87,61.64,3.34,0.04,32.3646018331,17.8713772057,8.9480779628,49.3397291237,65.8380688224,17.2791868281
1175,0.93,96.04,79.52,2.31,0.0,32.4446789835,18.1799478758,5.56810947859,49.7136414474,64.5127181569,31.8734167816
1176,0.49,96.13,97.25,1.38,0.07,32.238611198,18.3775583485,2.62100638933,49.9508796711,62.7523233976,50.3676898332
1177,0.0,100.0,2.49,0.0,0.0,35.0606946804,17.4550573054,21.4992850964,48.8283670254,77.4346958523,-15.9693320422
1178,75.3,0.0,3.6,0.0,100.0,5.36395190024,15.7681515847,6.84973765306,46.6688297085,-79.2584194935,20.8024781984
1179,74.94,0.0,28.61,0.0,100.0,5.21099245676,15.4595836378,5.86867400408,46.2573437028,-79.3165518872,24.4747669977
1180,74.76,0.0,51.92,0.0,100.0,5.20162730257,15.3074029673,4.94687845437,46.0523872713,-78.5464304084,28.7092919014
1181,76.2,0.0,75.24,0.0,100.0,5.11017521564,14.8308201356,3.69960146946,45.4016033583,-76.8550461633,34.8124516769
1182,75.05,0.0,95.6,0.0,100.0,5.47319466666,14.796584345,2.61352304289,45.3543200202,-72.3053967883,42.502926711
1183,94.69,0.0,0.0,0.0,76.64,7.1014140027,16.9190021862,18.0159654182,48.1578159591,-66.9630955484,-9.81626102917
1184,81.23,1.11,1.97,1.26,85.19,7.47222509234,18.2726310051,13.7457406315,49.8251237084,-70.563647081,3.44336793619
1185,75.06,3.49,16.19,2.59,88.92,7.24318484923,17.9442699248,10.7494885624,49.4284432297,-71.0544542672,11.4189517526
1186,70.45,5.89,33.43,3.26,91.58,7.01088836729,17.4739834951,8.63596568534,48.8517892877,-70.8487115531,17.559971282
1187,69.9,6.32,55.52,3.38,91.51,6.98368632246,17.3017206632,6.73070532236,48.637976833,-70.1973530487,24.70589938
1188,66.92,6.64,74.67,5.22,92.63,7.02971751593,17.0093250793,4.77198247045,48.2717832372,-68.1620307708,33.4694234822
1189,54.49,6.19,88.48,13.85,97.09,6.50931611717,15.1484962589,2.89872626358,45.8369172433,-62.9537758583,41.1121427831
1190,28.91,3.71,95.82,27.93,100.0,6.01706866775,13.1009081037,1.93646373484,42.9148969879,-55.6257712505,44.3158126071
1191,98.61,1.02,3.11,6.88,52.33,7.30920625855,15.5414204958,21.6150900573,46.367005594,-57.2195611567,-20.4420076464
1192,87.98,3.69,5.46,6.25,64.22,7.57145710041,16.686185454,17.8283093837,47.8621709413,-61.1631703067,-9.90638564257
1193,82.32,5.75,17.76,6.23,68.98,7.38660896656,16.6817818731,14.6222862026,47.8565525816,-62.8956995976,-2.2418918809
1194,77.74,7.85,32.38,6.19,72.41,7.21766271353,16.5516815996,11.8280299761,47.6901146011,-63.8097356089,5.13839567702
1195,73.78,10.0,48.18,6.11,75.21,6.97840566918,16.2211818236,9.10804531439,47.2633453163,-64.3247607424,13.1342165501
1196,67.97,13.61,62.42,5.82,79.59,7.19450891669,16.2811890797,6.66561934339,47.3412596594,-62.5316136642,22.7506747972
1197,56.91,14.65,74.66,11.61,84.6,7.35011152995,15.8917595681,4.37898741238,46.832159228,-58.8305278048,33.1716343793
1198,38.91,12.39,86.46,24.33,89.04,7.39041209623,14.7636682753,2.74777602291,45.308790538,-51.877529153,41.3589276781
1199,9.45,25.54,95.72,28.52,100.0,6.11827599978,11.672514134,1.62963404327,40.6908269443,-44.9335347992,43.6810232806
1200,100.0,2.4,1.36,21.06,23.89,7.84332139716,13.4852650786,26.8859701502,43.485504856,-39.7657212088,-35.0653368325
1201,95.23,5.89,10.42,16.42,34.1,7.41236538726,13.8125863513,22.5937672728,43.9629500759,-45.8664038249,-26.4899002199
1202,88.06,9.19,17.82,13.13,45.08,7.6990620009,14.9605058901,19.5218208184,45.5800564073,-50.1303652708,-17.526748466
1203,85.71,10.29,33.51,12.29,47.28,7.47194528007,15.0262093748,15.9229853568,45.6700737643,-52.6566098783,-9.24850782545
1204,83.35,11.47,48.94,11.56,49.5,7.18194252341,15.0042105411,12.3093501701,45.6399634358,-55.3210641274,0.202672996226
1205,78.55,14.08,61.66,10.29,54.83,7.36550742381,15.4369774104,9.13968286694,46.2269830268,-56.0740927333,11.2364276038
1206,65.54,19.44,68.05,10.41,66.64,8.30328992845,16.1753646119,6.60997804362,47.2037260805,-51.6378545321,22.7547911102
1207,51.09,18.9,77.98,18.86,72.7,9.13295448304,16.4940915807,4.43653136364,47.6161608425,-46.2939262507,34.1955703767
1208,24.52,22.25,84.94,29.93,81.84,8.98367501847,15.1501391766,2.79617184078,45.8391526531,-39.8829965126,41.897772773
1209,4.52,47.25,97.8,15.4,98.81,8.14701277008,12.479073145,1.64803544306,41.9676150518,-30.4623764242,45.6796593975
1210,98.15,11.32,7.88,28.22,0.34,7.59572057587,11.4984286581,26.0959172272,40.4075825388,-28.8028610091,-39.0106082008
1211,93.08,13.47,17.39,23.85,12.67,7.84462782867,12.6840250121,23.2813627768,42.2832399135,-34.5715172552,-30.6902956696
1212,86.94,17.02,25.78,18.83,25.75,8.45212312286,14.11552723,20.3474134818,44.3981575458,-38.2334880659,-21.2842635866
1213,86.7,17.12,43.24,18.64,24.8,7.83274172657,13.758976425,15.9634100516,43.8852726801,-41.58630786,-12.4234753204
1214,85.57,17.75,58.81,17.88,25.94,7.57208531557,13.8849117173,12.1169229436,44.0674271239,-44.8005945524,-1.95295786578
1215,80.1,20.92,69.73,14.73,35.0,7.76464079837,14.3079551482,8.67010520424,44.6713761755,-45.6040734265,10.2283255045
1216,64.78,22.44,74.63,17.96,49.26,9.60432314341,16.3813792125,6.36465529446,47.4709225064,-41.8124706708,24.29557034
1217,41.55,24.99,78.29,26.15,62.52,11.2564583963,17.5085322189,4.68023238012,48.8945017681,-35.3555766854,35.0419806245
1218,18.1,41.09,85.17,21.45,79.03,10.7327742874,15.5660191366,3.02592506956,46.3998926539,-28.4527701898,41.1383581404
1219,0.23,64.08,98.88,0.76,97.91,9.15680024339,12.0083782938,1.61942828566,41.2294329563,-18.5667414598,44.7227466478
1220,94.19,32.17,6.01,16.98,0.0,9.53080995326,12.3177666375,31.8839386743,41.7167648435,-17.6029160155,-46.1630974483
1221,88.61,27.37,17.63,22.53,2.71,9.37878028707,13.1448493297,26.1566260551,42.9806915073,-24.2866642337,-34.6797993622
1222,85.51,26.66,31.45,22.89,6.16,9.26498437119,13.5752104269,21.5708233913,43.617465992,-27.9651504506,-25.0951737528
1223,84.82,27.02,47.57,22.2,6.51,8.5870850594,13.3611506907,16.6311882043,43.3024464377,-32.334663704,-15.0193155572
1224,84.09,27.42,63.05,21.52,7.18,7.98046329806,13.1845339796,11.7468616001,43.0399866353,-36.5900249664,-2.63908337127
1225,79.34,26.82,75.01,22.24,12.99,8.29989760244,13.6869642535,8.06039800454,43.7806133913,-36.9131308939,10.9588129414
1226,59.72,27.18,77.02,26.07,33.76,11.1076872073,16.2838762806,6.2141144272,47.3447442805,-29.7569040867,24.7546230723
1227,34.78,32.21,79.81,30.71,51.36,13.1414115238,17.64039956,4.58344557487,49.0570143634,-23.1137317232,35.8555854301
1228,12.75,54.04,86.23,15.78,74.66,12.8801553568,15.9570368649,3.16730497354,46.9180718975,-15.6106806972,41.0126071271
1229,0.0,67.15,100.0,0.0,87.29,12.7896557844,14.472111758,1.73828484153,44.9025240246,-7.52299254063,49.766856998
1230,89.69,48.2,3.33,7.37,0.48,11.1489004423,12.2449410575,35.1641891047,41.6027948394,-4.70660901016,-51.1931634085
1231,83.95,42.81,15.73,15.92,0.0,11.0218470311,13.1951215645,28.3555052773,43.0557860465,-11.8983275536,-38.2693525777
1232,80.23,40.66,29.72,19.01,1.37,10.8139692126,13.5256974405,22.6414662845,43.544896587,-15.5417727676,-27.3020129083
1233,79.3,39.82,46.27,20.22,0.0,9.93117616432,13.1895766861,16.86147354,43.0475127103,-20.146144915,-15.9976173355
1234,78.78,40.05,62.21,19.72,0.1,9.2568715298,12.8985048025,11.8221998807,42.6099178237,-23.6891328217,-3.60336364865
1235,70.31,36.38,72.29,25.58,5.76,10.2428422228,14.0753731408,8.54720165707,44.3408321085,-23.2943041515,10.1064969997
1236,50.44,35.32,75.62,31.58,23.54,13.3686070721,16.7148349971,6.49928002176,47.8986996793,-16.6466558069,24.4370295064
1237,29.0,47.72,79.59,24.5,48.11,15.1564660504,17.6204633879,4.88852326807,49.0324972177,-10.4768869901,34.1564277804
1238,9.23,62.6,88.53,13.26,67.84,14.3220957586,15.3499856786,3.05908216294,46.1098738891,-2.92464284209,40.3965030259
1239,84.63,60.77,0.17,0.29,0.45,12.6148318483,11.4492636232,37.0052002913,40.3270717453,11.0316262615,-55.9747429779
1240,78.25,55.95,12.19,9.62,0.0,12.4191051906,12.2490945173,29.4262538859,41.6093070212,4.18517490904,-42.5048763931
1241,74.65,53.85,26.98,13.49,0.0,12.2316069796,12.7522755427,23.6601658021,42.3875902956,-0.446660747393,-31.2180112545
1242,72.63,53.02,42.84,14.99,0.0,11.9976308615,13.200282043,18.6114842132,43.0634837497,-4.97219071422,-19.912209401
1243,71.31,52.67,58.78,15.6,0.0,10.2353241352,11.6671452115,12.6377444768,40.6821337205,-7.58200140046,-9.2803315842
1244,60.41,47.4,68.37,25.97,2.94,11.2602035351,12.7562285777,8.75727130563,42.3936227965,-7.30744905047,5.98593947759
1245,43.24,50.48,73.62,25.91,22.41,13.4916253316,14.3670189105,6.61450362008,44.754746116,-2.30379126386,18.5127399201
1246,23.17,60.71,79.23,18.69,45.37,14.1790799386,14.3929320479,4.7633468308,44.7912510331,1.87475606296,27.5151893646
1247,4.39,73.25,89.14,6.36,64.94,13.990083333,13.2748350441,2.87862447243,43.1744686529,7.66583989174,36.6734805824
1248,72.0,66.93,8.1,4.96,0.0,12.6494944945,10.3744043848,29.4153169742,38.506175892,19.1125829336,-47.837528735
1249,67.47,64.75,22.58,9.84,0.0,12.3723397604,10.7947941839,23.2700035692,39.2326793367,14.1119213276,-35.9285449474
1250,63.46,63.05,37.54,13.73,0.0,12.2752931181,11.163758594,17.7776045561,39.854924374,10.7687360288,-23.5980997656
1251,60.9,62.22,53.4,15.68,0.0,12.2178311349,11.5712846126,13.0020474598,40.5264677377,7.48107016082,-10.5672227779
1252,52.96,61.27,65.08,19.02,5.63,13.1417732024,12.4964778513,9.12118253478,41.9945518983,7.33027732638,4.00398471392
1253,35.98,64.64,71.14,18.27,24.12,15.0194040978,13.6109241265,6.85382326941,43.6697008082,11.8227640341,15.6142231624
1254,16.82,72.21,78.44,12.67,43.78,15.2793297983,13.3687040649,4.56846109919,43.3136193572,14.9006152923,26.0364319475
1255,2.88,78.98,92.06,5.18,56.8,15.7070235134,12.9305238605,2.52858658338,42.6583752141,20.2262479279,38.5478221487
1256,64.55,76.11,2.84,2.61,0.0,14.9819384608,10.2234633975,29.7483133145,38.2405400179,35.0004445796,-48.8286492626
1257,56.98,72.93,15.33,10.97,0.0,15.4617030498,11.1182733619,23.4115881949,39.7789633251,31.2084210731,-35.252143975
1258,50.31,70.61,29.27,17.25,0.0,15.8919422948,12.0106603873,18.5160341765,41.2330580542,27.4372727769,-22.8596322428
1259,46.9,69.86,45.78,19.48,0.0,15.6929405301,12.226791226,13.8266551207,41.5743205498,24.8172628091,-10.99766589
1260,40.54,71.15,59.2,18.35,7.49,16.0909978854,12.7805729224,9.77309388568,42.4307458673,23.4146303592,2.52166574633
1261,31.43,73.5,71.49,16.49,17.81,17.1071115697,13.4436756981,6.58433532235,43.4242895732,24.8085290154,16.3501559044
1262,12.41,80.29,79.24,9.84,38.57,17.1008522202,12.925567868,4.3000538342,42.6508800907,28.1079209234,26.4168710611
1263,0.71,85.46,94.04,1.47,50.72,17.7011283069,12.9348883671,2.29830947368,42.6649742267,31.2963296484,40.5199145086
1264,58.53,85.46,0.0,0.0,0.0,16.9482375241,10.0316384748,28.5194848862,37.8991537699,47.751341094,-47.4296247265
1265,47.15,81.13,8.79,11.01,0.0,18.8685562464,11.8587736757,23.6092259456,40.9907776147,44.6272270935,-33.5315914856
1266,36.58,78.1,20.85,20.32,0.0,19.282739663,12.7912195478,18.5298709548,42.4469662565,40.4591541499,-20.7969539184
1267,33.0,77.68,38.55,22.02,0.0,19.3670579777,13.1530188003,14.0813077707,42.9929077306,38.5315135919,-9.22464021287
1268,31.9,77.94,57.2,21.64,0.0,18.7614742876,12.9804839695,9.69986196212,42.7338249176,36.5639276404,3.29016162417
1269,26.71,79.37,72.51,19.81,6.29,18.7764545624,13.2719278733,6.33100820793,43.1701486281,34.7603132133,17.0307352979
1270,9.15,86.0,81.04,10.36,29.8,20.0798646434,13.9791543518,4.514834514,44.2030216243,36.8646302311,27.8693263624
1271,0.48,90.08,97.05,1.32,41.33,20.0618371311,13.5400620903,2.29146591555,43.5659685496,39.5218322444,42.1335877195
1272,38.65,89.34,3.62,9.44,0.0,21.2965853731,12.1717314764,23.8828620235,41.4877675046,54.4372156866,-33.1819221064
1273,22.87,85.4,12.85,22.39,0.0,22.7260670642,13.6760592829,19.479956537,43.7647326104,51.238951706,-20.5681300001
1274,20.47,85.5,32.57,22.52,0.0,22.6724057859,13.9792452155,15.1112020099,44.2031520627,49.1059368529,-9.7792299014
1275,19.41,85.83,52.19,21.85,0.0,22.0824341301,13.972881727,10.7977924927,44.194015656,46.4449861508,2.24243667848
1276,18.57,86.11,71.14,21.29,0.0,21.3719604567,13.7341765532,6.63549604052,43.8492709642,44.6144620786,16.860442402
1277,9.72,89.74,84.98,14.38,14.5,21.7101444017,13.8653612621,4.14827539862,44.0392215155,45.383373979,29.7000671238
1278,0.04,94.77,99.62,0.14,32.53,22.6664477616,13.994333301,2.18174528531,44.224803773,48.9855758755,44.2520488245
1279,32.26,97.67,0.48,5.75,0.0,22.471027574,11.6046684743,21.8167315943,40.580776312,63.80322976,-30.8149710308
1280,11.5,92.64,6.97,21.75,0.0,24.4520897535,13.3924342638,18.5737120076,43.3486936118,60.6610701333,-19.338051011
1281,10.46,93.09,28.45,20.52,0.0,24.1637914518,13.5196478331,14.4558136278,43.5360177605,58.6049383638,-9.26313917017
1282,9.62,93.47,48.86,19.48,0.0,23.7322966567,13.5551314721,10.2908003377,43.5880582937,56.4930079092,2.81244415854
1283,8.96,93.78,68.44,18.63,0.0,23.4893508574,13.7012431772,6.71640038207,43.801394872,54.5005779164,16.4284580089
1284,8.46,94.02,87.6,17.95,0.0,23.1221761517,13.6917716444,3.79884577571,43.7876116594,52.92437414,31.3999626545
1285,4.68,98.49,4.25,15.88,0.0,27.593053412,14.3510233433,19.0355440306,44.7321905784,67.7064480021,-17.9528466868
1286,4.01,98.7,25.95,13.85,0.0,27.7139668381,14.6934622834,15.1268678853,45.2114550805,66.1212191436,-8.08001178904
1287,3.47,98.86,46.33,12.17,0.0,27.6341835716,14.9061577974,11.2010802904,45.5053971788,64.5372886597,3.25471212918
1288,3.04,99.0,65.71,10.78,0.0,27.6588982866,15.2445735571,7.64298268677,45.9673726065,62.644259505,16.3473743508
