SAMPLE_ID,INK_1,INK_2,INK_3,INK_4,INK_5,INK_6,INK_7,XYZ_X,XYZ_Y,XYZ_Z,LAB_L,LAB_A,LAB_B
1475,100.0,44.65,45.42,21.24,0.0,18.68,17.96,5.21837963964,7.77901518169,13.6320655417,33.5183534717,-24.3178275475,-24.3675526098
1476,99.59,56.67,99.59,49.27,0.0,0.0,0.0,3.28027373774,5.51590918472,2.6126517613,28.1567422492,-28.3227235757,12.858963355
1477,99.59,56.67,79.78,49.27,0.0,0.0,0.0,3.59982411621,5.58583001194,5.12136656389,28.3425394354,-24.025001315,-2.73465996455
1478,100.0,53.39,54.61,43.56,0.0,9.2,8.79,3.84513808411,5.66750392295,7.98224223724,28.55761456,-21.2392627666,-14.9890577061
1479,97.49,70.1,72.21,65.68,0.0,0.0,0.0,2.56820008715,3.30382020587,3.1258641356,21.221750259,-11.121477543,-2.99585895521
1480,69.19,7.5,93.19,0.0,0.0,88.72,0.0,7.51641085811,19.2663388846,7.35077257668,50.997364788,-75.197063216,26.1880483059
1481,71.33,7.59,71.15,0.0,0.0,88.49,0.0,8.03694355664,19.9104243159,12.5088730785,51.7357838742,-73.5590857703,10.142662227
1482,71.25,7.52,45.25,0.0,0.0,88.35,0.0,8.44699729814,20.4474235375,16.4470417816,52.3393515347,-72.5076800857,0.995962157208
1483,77.24,7.5,30.93,0.0,0.0,78.14,0.0,9.9989255767,21.9947863736,21.4678170333,54.0214723728,-66.9159558449,-6.95334706609
1484,78.99,7.49,16.61,0.0,0.0,66.79,0.01,11.9879538974,23.6997384126,27.6872548674,55.7859039279,-59.8773368114,-15.2116218819
1485,79.95,5.65,12.01,0.0,0.0,48.6,2.97,14.4617771622,25.7851615741,33.6726712492,57.8325624821,-52.5954353458,-21.0520111484
1486,83.37,6.85,6.85,0.0,0.0,27.05,1.05,17.4875844081,27.7687754268,40.9219983247,59.6792638003,-43.1884506559,-27.8300616054
1487,73.83,22.5,97.83,0.0,0.0,66.58,0.0,8.14828952978,18.018864336,6.06662175485,49.5189800028,-62.9999028878,29.1768889647
1488,76.94,22.5,76.94,0.0,0.0,66.95,0.0,8.50416038212,18.2324317166,11.8331049041,49.7768171094,-60.962489101,8.72119057145
1489,80.27,22.5,54.27,0.0,0.0,67.42,0.0,8.7863387129,18.3505581473,16.5317058765,49.9185656252,-59.138624878,-3.37793230508
1490,82.08,18.32,40.92,0.0,0.0,57.3,6.7,9.46064052882,18.155981663,20.3202686876,49.6847524817,-52.5164239733,-12.1136474925
1491,82.14,18.27,27.58,0.0,0.0,47.17,6.77,11.0837000103,19.461286552,25.168668594,51.2225792283,-46.646958797,-18.7306218211
