SAMPLE_ID,INK_1,INK_2,INK_3,INK_4,INK_5,INK_6,INK_7,XYZ_X,XYZ_Y,XYZ_Z,LAB_L,LAB_A,LAB_B
1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7821,23.2012,55.5924,55.279,-33.73,-52.453
2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,33.3677,16.6845,15.0819,47.86,75.781,-3.41
3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,66.9784,71.3794,6.92192,87.669,-4.031,91.18
4,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.9017,1.95101,1.55268,15.228,0.488,0.64
5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,57.9888,37.4335,2.49797,67.601,61.699,81.801
6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.5914,28.3292,22.934,60.185,-74.712,0.82
7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,8.82737,4.43521,22.488,25.061,48.363,-58.887
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.9966,84.2039,74.4764,93.539,1.559,-4.441
9,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2.28308,1.8944,1.63066,14.923,10.289,-0.762
10,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.9017,1.95101,1.55268,15.228,0.488,0.64
11,20.0,0.0,70.2,0.0,0.0,70.2,0.0,15.923,28.928,9.59584,60.718,-56.362,34.641
12,0.0,40.0,70.2,0.0,0.0,0.0,70.2,12.1758,8.59524,5.67178,35.193,30.19,6.329
13,100.0,20.0,40.0,0.0,0.0,40.0,0.0,5.96728,11.7761,15.2739,40.858,-47.302,-15.962
14,40.0,40.0,40.0,0.0,40.0,100.0,40.0,3.23428,3.70236,2.77097,22.662,-5.394,2.127
15,100.0,0.0,100.0,100.0,100.0,100.0,0.0,3.0191,2.20698,0.45529,16.538,17.344,19.918
16,20.0,0.0,100.0,0.0,0.0,0.0,70.2,10.5623,9.55142,3.14976,37.025,10.684,24.075
17,40.0,0.0,100.0,40.0,0.0,40.0,40.0,4.13253,5.36893,1.86679,27.761,-13.646,18.879
18,100.0,40.0,40.0,0.0,0.0,40.0,40.0,3.18164,4.23858,8.4149,24.445,-13.959,-23.717
19,40.0,0.0,0.0,40.0,100.0,40.0,40.0,5.98469,4.30971,1.32227,24.67,22.666,19.693
20,0.0,100.0,0.0,0.0,70.2,0.0,20.0,24.9569,12.5622,2.96844,42.096,68.234,34.136
21,40.0,40.0,100.0,0.0,0.0,40.0,40.0,6.75282,7.40561,2.55346,32.713,-3.871,21.191
22,0.0,0.0,0.0,0.0,0.0,2.0,0.0,79.7322,82.6136,73.0916,92.845,0.149,-4.432
23,0.0,20.0,40.0,0.0,0.0,0.0,0.0,62.0798,59.2485,28.4621,81.428,11.8,27.703
24,100.0,20.0,100.0,0.0,70.2,0.0,0.0,5.27761,5.43842,1.42326,27.949,0.407,24.094
25,20.0,40.0,20.0,0.0,40.0,0.0,0.0,36.3201,26.8745,13.4015,58.858,38.438,19.935
26,40.0,0.0,0.0,40.0,100.0,100.0,40.0,3.84437,2.98358,0.937055,19.978,15.736,17.072
27,40.0,70.2,20.0,0.0,100.0,0.0,0.0,20.3843,11.517,1.57985,40.438,54.593,43.797
28,20.0,70.2,0.0,0.0,0.0,0.0,0.0,32.3154,21.6568,27.6804,53.661,47.047,-18.875
29,100.0,70.2,0.0,40.0,0.0,0.0,0.0,3.25706,3.08369,8.81619,20.376,4.837,-32.195
30,0.0,0.0,40.0,0.0,100.0,40.0,40.0,15.3273,10.5442,1.49346,38.802,34.639,41.97
31,0.0,5.1,0.0,0.0,0.0,0.0,0.0,78.4039,78.5538,70.4843,91.032,5.343,-5.246
32,50.2,0.0,0.0,0.0,0.0,0.0,0.0,39.8014,47.3829,65.6041,74.434,-17.513,-29.378
33,0.0,50.2,0.0,0.0,0.0,0.0,0.0,52.1094,39.5865,40.0501,69.174,40.144,-10.34
34,0.0,0.0,50.2,0.0,0.0,0.0,0.0,72.4807,77.2248,28.5621,90.425,-4.102,43.051
35,0.0,0.0,0.0,50.2,0.0,0.0,0.0,21.64,22.2232,19.1455,54.263,0.997,-1.766
36,0.0,0.0,0.0,0.0,50.2,0.0,0.0,65.7289,53.3208,22.5185,78.064,34.599,32.439
37,0.0,0.0,0.0,0.0,0.0,50.2,0.0,36.8568,50.5293,44.3795,76.393,-35.374,-3.365
38,0.0,0.0,0.0,0.0,0.0,0.0,50.2,32.218,27.1729,44.505,59.134,23.107,-33.275
39,0.0,40.0,0.0,100.0,0.0,0.0,0.0,1.85986,1.73254,1.43076,14.016,4.714,-0.019
40,98.0,96.939,96.939,0.0,0.0,0.0,0.0,2.62526,2.22842,1.90316,16.643,9.717,-0.655
41,0.0,0.0,0.0,98.0,0.0,0.0,0.0,2.20304,2.26052,1.81112,16.799,0.505,0.547
42,70.2,20.0,100.0,0.0,0.0,0.0,40.0,7.48554,9.20182,3.39681,36.37,-12.434,21.229
43,100.0,0.0,100.0,70.2,0.0,100.0,0.0,0.887624,1.81736,0.880323,14.498,-26.666,8.55
44,20.0,70.2,0.0,0.0,70.2,0.0,0.0,29.0935,16.7465,5.24732,47.939,59.762,30.402
45,20.0,70.2,20.0,0.0,0.0,0.0,0.0,30.7116,20.9366,19.7573,52.88,44.57,-5.446
46,40.0,100.0,40.0,20.0,0.0,0.0,100.0,2.21888,1.3215,2.38792,11.425,24.008,-14.125
47,70.2,40.0,40.0,0.0,0.0,0.0,0.0,14.945,16.9936,18.6637,48.252,-8.365,-11.09
48,0.0,0.0,100.0,0.0,100.0,0.0,0.0,55.2266,35.4377,0.817824,66.088,61.41,98.566
49,0.0,0.0,100.0,20.0,0.0,70.2,0.0,12.6463,20.861,3.60321,52.797,-42.499,48.18
50,100.0,0.0,100.0,40.0,100.0,0.0,0.0,4.55081,3.58723,0.644875,22.257,15.793,26.199
51,40.0,40.0,70.2,0.0,0.0,70.2,0.0,7.83888,12.2566,5.88088,41.621,-31.763,16.417
52,100.0,100.0,0.0,100.0,100.0,100.0,100.0,3.13547,2.2601,0.502512,16.797,18.227,19.473
53,0.0,0.0,0.0,0.0,0.0,2.7,0.0,78.9475,82.0592,72.6079,92.601,-0.344,-4.428
54,0.0,0.0,20.0,0.0,0.0,40.0,0.0,41.4598,53.9696,35.791,78.444,-29.697,11.425
55,40.0,100.0,0.0,40.0,100.0,100.0,0.0,3.71301,2.60546,0.654835,18.389,20.617,19.342
56,100.0,0.0,40.0,0.0,0.0,100.0,40.0,2.2759,5.19671,6.57609,27.288,-43.159,-11.442
57,100.0,0.0,0.0,0.0,40.0,40.0,40.0,4.8798,5.53702,11.1205,28.213,-5.626,-26.321
58,0.0,40.0,40.0,40.0,100.0,0.0,100.0,4.81325,3.05555,0.902768,20.265,27.788,18.122
59,40.0,100.0,100.0,40.0,40.0,0.0,100.0,2.45362,1.73653,0.608966,14.039,17.589,12.708
60,100.0,40.0,100.0,0.0,0.0,0.0,70.2,1.80164,2.13334,2.11385,16.172,-5.993,-3.495
61,100.0,100.0,40.0,20.0,0.0,0.0,40.0,1.84943,1.45037,3.34354,12.289,11.907,-19.927
62,0.0,7.1,0.0,0.0,0.0,0.0,0.0,77.0224,76.4071,68.9584,90.048,6.827,-5.563
63,25.1,0.0,0.0,0.0,0.0,0.0,0.0,58.3783,64.0062,70.0878,83.969,-7.91,-17.067
64,0.0,25.1,0.0,0.0,0.0,0.0,0.0,65.4797,58.8916,56.0335,81.232,20.387,-8.169
65,0.0,0.0,25.1,0.0,0.0,0.0,0.0,76.6058,80.5118,47.9803,91.914,-2.054,19.11
66,0.0,0.0,0.0,25.1,0.0,0.0,0.0,45.3896,46.6137,40.7966,73.942,1.274,-3.09
67,0.0,0.0,0.0,0.0,25.1,0.0,0.0,72.6579,66.6779,43.8818,85.341,18.182,12.673
68,0.0,0.0,0.0,0.0,0.0,25.1,0.0,56.4954,65.7271,58.2615,84.857,-16.335,-4.219
69,0.0,0.0,0.0,0.0,0.0,0.0,25.1,53.1669,50.4621,58.3805,76.352,11.941,-19.004
70,100.0,100.0,0.0,20.0,0.0,0.0,40.0,2.34056,1.61612,5.9711,13.328,18.359,-32.786
71,95.0,92.472,92.472,0.0,0.0,0.0,0.0,3.19224,2.78775,2.35282,19.173,8.943,-0.464
72,0.0,0.0,0.0,95.0,0.0,0.0,0.0,2.72114,2.79251,2.2574,19.193,0.535,0.408
73,100.0,70.2,100.0,0.0,70.2,0.0,0.0,4.27791,3.41727,0.977561,21.643,14.753,19.304
74,40.0,0.0,0.0,0.0,0.0,100.0,0.0,9.31309,21.7736,21.0392,53.786,-71.392,-6.514
75,0.0,40.0,40.0,40.0,0.0,100.0,40.0,2.07688,2.93631,2.66129,19.787,-15.136,-1.967
76,100.0,0.0,100.0,0.0,100.0,100.0,0.0,3.55585,3.14024,0.640793,20.597,8.683,23.414
77,40.0,0.0,100.0,0.0,0.0,100.0,100.0,0.944769,1.14799,1.16058,10.168,-5.8,-3.165
78,70.2,0.0,0.0,0.0,0.0,70.2,100.0,2.37423,1.74626,8.77687,14.095,15.744,-42.883
79,100.0,40.0,40.0,0.0,100.0,100.0,0.0,3.54813,2.89125,1.11064,19.603,12.847,13.805
80,0.0,20.0,0.0,0.0,20.0,0.0,20.0,47.6027,40.5791,35.2249,69.88,25.004,-2.538
81,0.0,40.0,0.0,40.0,100.0,0.0,40.0,11.3639,6.9562,1.43289,31.707,39.511,30.457
82,0.0,0.0,100.0,0.0,100.0,100.0,0.0,6.58966,6.06905,0.676084,29.586,7.934,38.246
83,0.0,40.0,20.0,0.0,0.0,40.0,0.0,27.5571,28.3727,22.2433,60.224,0.799,2.211
84,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.5914,28.3292,22.934,60.185,-74.712,0.82
85,40.0,40.0,100.0,40.0,0.0,100.0,0.0,2.073,3.76767,1.3147,22.888,-28.589,16.717
86,0.0,100.0,0.0,0.0,0.0,100.0,0.0,2.71453,2.51937,4.78343,18.006,5.528,-18.781
87,100.0,0.0,40.0,0.0,100.0,0.0,0.0,6.25117,5.19707,1.56311,27.289,14.273,21.316
88,0.0,100.0,100.0,20.0,0.0,0.0,40.0,10.5479,5.88091,1.27335,29.11,44.691,27.978
89,40.0,20.0,0.0,0.0,0.0,100.0,0.0,7.33193,15.794,16.7426,46.703,-58.442,-9.427
90,70.2,40.0,0.0,0.0,100.0,0.0,0.0,12.6227,8.39731,2.08655,34.797,34.929,28.872
91,40.0,40.0,20.0,0.0,0.0,70.2,0.0,9.39475,13.9603,14.5343,44.176,-29.301,-8.371
92,0.0,40.0,0.0,0.0,40.0,0.0,70.2,14.1902,8.82749,10.381,35.65,41.354,-11.173
93,0.0,100.0,0.0,0.0,0.0,0.0,0.0,33.3677,16.6845,15.0819,47.86,75.781,-3.41
94,0.0,100.0,40.0,40.0,100.0,0.0,0.0,14.7949,7.86826,0.939539,33.707,53.427,40.703
95,40.0,70.2,100.0,20.0,0.0,0.0,0.0,12.2468,9.30977,2.27579,36.574,24.724,30.212
96,0.0,100.0,0.0,20.0,40.0,0.0,100.0,4.4213,2.56814,2.46675,18.224,31.446,-3.071
97,0.0,0.0,0.0,40.0,100.0,40.0,100.0,4.16447,2.783,0.93453,19.153,23.907,15.69
98,20.0,20.0,0.0,0.0,0.0,0.0,0.0,52.0791,50.7018,56.7285,76.498,8.496,-17.055
99,0.0,70.2,100.0,20.0,0.0,0.0,0.0,24.0448,16.1871,2.42908,47.219,42.222,47.238
100,0.0,0.0,0.0,0.0,100.0,20.0,0.0,41.6492,27.8909,2.32387,59.79,51.282,69.817
101,70.2,40.0,100.0,0.0,0.0,0.0,0.0,12.0665,14.6845,3.91716,45.199,-13.692,33.091
102,90.0,85.342,85.342,0.0,0.0,0.0,0.0,4.29142,3.88276,3.21001,23.28,7.883,-0.05
103,0.0,0.0,0.0,90.0,0.0,0.0,0.0,3.72472,3.82316,3.12812,23.078,0.583,0.183
104,0.0,40.0,100.0,40.0,0.0,40.0,40.0,5.15338,4.94413,1.47943,26.575,4.828,21.054
105,20.0,0.0,100.0,0.0,0.0,70.2,0.0,14.9103,26.9662,4.7827,58.943,-54.655,51.804
106,40.0,0.0,70.2,20.0,0.0,40.0,0.0,13.6573,20.8837,7.99782,52.822,-36.01,26.779
107,0.0,100.0,40.0,0.0,40.0,40.0,100.0,3.54503,2.22453,1.63272,16.624,25.639,2.148
108,0.0,0.0,20.0,0.0,40.0,100.0,0.0,8.74006,15.0701,7.86988,45.73,-41.473,15.044
109,70.2,40.0,0.0,0.0,0.0,100.0,0.0,4.3971,8.81058,12.2358,35.617,-43.851,-16.875
110,0.0,20.0,20.0,0.0,40.0,0.0,0.0,57.1431,44.8151,17.6305,72.77,37.357,33.474
111,70.2,100.0,40.0,0.0,0.0,70.2,0.0,2.64337,2.18003,3.51012,16.405,11.088,-13.953
112,100.0,40.0,0.0,40.0,0.0,100.0,0.0,1.68696,3.14075,4.89264,20.599,-27.952,-14.895
113,0.0,70.2,100.0,0.0,0.0,0.0,100.0,4.37262,2.57309,1.4578,18.246,30.692,6.95
114,0.0,40.0,100.0,0.0,100.0,0.0,40.0,23.3115,13.5319,0.679196,43.554,54.787,62.27
115,0.0,0.0,0.0,0.0,0.0,85.1,0.0,18.0389,34.0056,28.5834,64.967,-63.028,-0.877
116,0.0,100.0,100.0,40.0,100.0,40.0,0.0,8.29339,4.80882,0.50197,26.183,38.888,35.666
117,70.2,70.2,0.0,0.0,0.0,0.0,100.0,3.08735,1.67484,8.66779,13.679,30.846,-43.206
118,70.2,70.2,40.0,0.0,0.0,40.0,0.0,6.26319,6.56148,8.49415,30.787,-0.676,-13.075
119,100.0,40.0,0.0,20.0,0.0,0.0,40.0,4.55533,4.21411,15.3593,24.367,6.758,-44.607
120,0.0,40.0,100.0,40.0,40.0,100.0,0.0,3.37241,3.92771,0.93421,23.431,-6.445,23.071
121,40.0,40.0,0.0,0.0,70.2,0.0,0.0,24.7102,16.9097,7.12399,48.146,41.103,22.193
122,100.0,0.0,0.0,0.0,0.0,100.0,20.0,3.94812,9.13189,14.6627,36.237,-52.823,-22.388
123,20.0,100.0,40.0,0.0,100.0,0.0,0.0,24.5693,12.3846,1.16956,41.821,67.761,51.285
124,0.0,14.9,0.0,0.0,0.0,0.0,0.0,71.795,68.4139,63.2138,86.213,12.615,-6.791
125,0.0,100.0,0.0,0.0,40.0,40.0,0.0,15.5037,8.38888,4.90111,34.78,53.01,9.51
126,20.0,0.0,20.0,0.0,0.0,0.0,0.0,58.624,65.0432,50.222,84.506,-9.632,3.777
127,40.0,40.0,40.0,0.0,0.0,40.0,40.0,8.1719,8.50589,9.89086,35.015,-0.264,-10.665
128,20.0,0.0,0.0,0.0,0.0,40.0,40.0,18.0329,20.2182,31.8013,52.083,-7.525,-28.176
129,100.0,0.0,40.0,40.0,0.0,40.0,40.0,2.28628,3.3231,5.28791,21.294,-17.105,-15.743
130,100.0,100.0,0.0,40.0,40.0,0.0,0.0,2.85838,2.10837,2.82192,16.046,16.617,-9.673
131,70.2,100.0,0.0,40.0,0.0,0.0,0.0,4.32918,2.83462,5.687,19.369,25.259,-21.027
132,0.0,1.2,0.0,0.0,0.0,0.0,0.0,81.1391,82.8506,73.5266,92.949,2.445,-4.633
133,85.0,78.588,78.588,0.0,0.0,0.0,0.0,5.61715,5.20716,4.24883,27.317,7.118,0.271
134,0.0,0.0,0.0,85.0,0.0,0.0,0.0,4.94961,5.08125,4.19902,26.965,0.631,-0.044
135,40.0,100.0,70.2,0.0,100.0,0.0,0.0,17.217,8.94335,0.893941,35.875,57.958,45.181
136,100.0,40.0,70.2,0.0,0.0,40.0,0.0,3.80619,7.43712,6.48516,32.782,-40.021,-1.571
137,40.0,100.0,40.0,40.0,0.0,40.0,40.0,2.57045,1.85135,2.11898,14.687,17.094,-6.103
138,40.0,70.2,0.0,0.0,40.0,0.0,0.0,21.1819,13.5435,11.5362,43.571,44.924,-1.104
139,0.0,0.0,0.0,0.0,70.2,0.0,20.0,43.714,31.2106,9.49048,62.685,44.949,38.391
140,0.0,70.2,40.0,20.0,100.0,0.0,0.0,26.0615,14.2851,1.29031,44.639,61.906,54.532
141,0.0,0.0,0.0,0.0,0.0,0.0,10.2,69.2571,69.107,67.6427,86.557,5.728,-10.376
142,70.2,0.0,40.0,20.0,0.0,0.0,0.0,14.6069,20.8919,19.0629,52.831,-30.143,-4.058
143,0.0,0.0,40.0,0.0,40.0,100.0,0.0,8.40366,14.5167,5.9964,44.965,-41.095,21.643
144,0.0,0.0,40.0,0.0,70.2,0.0,0.0,59.8352,43.935,6.23507,72.185,46.373,67.481
145,100.0,0.0,0.0,20.0,0.0,40.0,40.0,4.5592,5.87739,16.1017,29.101,-13.596,-38.256
146,0.0,0.0,0.0,0.0,0.0,0.8,0.0,81.0849,83.5644,73.9192,93.261,0.995,-4.437
147,40.0,0.0,0.0,40.0,40.0,0.0,100.0,3.12453,2.09773,3.87578,15.992,21.511,-17.01
148,0.0,100.0,40.0,0.0,100.0,40.0,0.0,16.2693,8.58466,1.05834,35.172,55.724,41.407
149,100.0,40.0,0.0,0.0,70.2,0.0,0.0,5.89826,5.32525,6.1911,27.642,8.898,-9.118
150,0.0,0.0,0.0,20.0,0.0,70.2,0.0,16.2822,25.9116,22.2384,57.953,-42.397,-1.695
151,100.0,0.0,0.0,0.0,70.2,0.0,0.0,7.31328,7.83696,8.83506,33.641,-2.32,-9.392
152,0.0,100.0,0.0,0.0,70.2,0.0,40.0,18.2701,9.31243,2.64474,36.579,60.551,27.117
153,0.0,100.0,0.0,0.0,40.0,0.0,70.2,10.5142,5.49766,4.19031,28.108,48.755,1.978
154,100.0,100.0,40.0,0.0,40.0,0.0,40.0,2.95596,2.12778,2.50965,16.144,17.936,-7.015
155,0.0,80.0,0.0,0.0,0.0,0.0,0.0,39.6754,23.4619,24.2508,55.545,63.512,-9.632
156,0.0,0.0,40.0,0.0,0.0,100.0,100.0,1.57447,1.58002,3.70728,13.108,1.385,-20.921
157,0.0,100.0,20.0,0.0,0.0,40.0,0.0,14.8507,8.22199,7.39267,34.441,50.599,-2.534
158,100.0,20.0,20.0,0.0,40.0,0.0,0.0,7.30082,9.1235,13.5266,36.221,-13.561,-19.433
159,100.0,0.0,0.0,40.0,40.0,100.0,40.0,2.17183,2.47255,2.77083,17.794,-4.457,-6.265
160,100.0,20.0,100.0,0.0,0.0,40.0,0.0,3.98022,9.52065,3.77477,36.968,-55.508,19.788
161,40.0,70.2,0.0,20.0,0.0,0.0,70.2,5.34919,3.29963,9.08728,21.206,30.326,-31.727
162,20.0,70.2,20.0,0.0,100.0,0.0,0.0,28.8735,15.8454,1.60397,46.771,63.949,54.445
163,0.0,40.0,0.0,0.0,0.0,0.0,0.0,57.1252,46.7008,46.3332,73.998,32.02,-9.847
164,80.0,72.189,72.189,0.0,0.0,0.0,0.0,7.27293,6.85002,5.65041,31.463,6.678,0.001
165,0.0,0.0,0.0,80.0,0.0,0.0,0.0,6.44907,6.6214,5.5173,30.929,0.681,-0.272
166,40.0,100.0,40.0,0.0,0.0,100.0,0.0,1.95357,1.9158,2.69856,15.039,2.52,-10.449
167,40.0,70.2,70.2,0.0,0.0,0.0,40.0,10.4357,7.45726,4.89961,32.826,27.823,6.149
168,40.0,0.0,40.0,0.0,40.0,40.0,40.0,10.0652,10.2764,7.04061,38.334,1.228,5.622
169,0.0,0.0,0.0,0.0,100.0,0.0,100.0,7.5485,4.45826,1.7386,25.132,36.602,15.672
170,0.0,70.2,70.2,0.0,70.2,0.0,0.0,38.0889,21.3699,1.96944,53.352,67.94,61.983
171,40.0,40.0,40.0,0.0,40.0,40.0,100.0,3.11563,2.19196,2.66401,16.464,19.325,-7.718
172,0.0,0.0,0.0,0.0,0.0,0.0,30.2,48.316,44.9425,55.3793,72.854,14.149,-21.927
173,100.0,40.0,40.0,40.0,0.0,40.0,100.0,1.05913,0.938587,2.10054,8.469,5.677,-16.652
174,0.0,100.0,40.0,40.0,40.0,40.0,0.0,7.19767,4.38582,1.76314,24.908,34.201,15.027
175,100.0,0.0,0.0,40.0,100.0,0.0,100.0,3.32595,2.32902,0.985221,17.127,19.973,11.399
176,40.0,40.0,100.0,0.0,0.0,0.0,70.2,6.29904,5.07664,2.35526,26.952,16.237,12.927
177,0.0,0.0,0.0,0.0,0.0,3.1,0.0,78.5021,81.7446,72.3337,92.462,-0.626,-4.426
178,100.0,40.0,0.0,0.0,0.0,0.0,40.0,6.61626,6.06226,23.8752,29.569,8.282,-53.728
179,40.0,0.0,0.0,40.0,40.0,100.0,0.0,3.98678,5.73662,4.26478,28.738,-19.939,2.628
180,0.0,20.0,100.0,0.0,0.0,0.0,70.2,12.646,9.88597,2.85752,37.637,22.844,27.281
181,0.0,0.0,70.2,0.0,0.0,0.0,0.0,69.8909,74.8059,17.4794,89.302,-4.742,62.32
182,100.0,70.2,70.2,40.0,0.0,0.0,0.0,2.155,2.51626,2.77965,17.992,-5.676,-5.992
183,40.0,40.0,40.0,0.0,100.0,40.0,0.0,12.9237,8.70195,1.45183,35.404,34.315,36.604
184,40.0,0.0,40.0,40.0,40.0,40.0,0.0,8.45257,9.30871,4.50758,36.572,-4.489,14.747
185,100.0,20.0,20.0,0.0,0.0,0.0,100.0,2.60819,1.51451,10.1127,12.7,26.386,-49.871
186,0.0,50.2,0.0,0.0,0.0,0.0,0.0,52.1094,39.5865,40.0501,69.174,40.144,-10.34
187,0.0,40.0,40.0,40.0,40.0,40.0,100.0,2.72363,1.98077,1.64648,15.386,16.991,-0.138
188,100.0,100.0,0.0,0.0,40.0,40.0,0.0,3.10237,2.28375,3.95976,16.911,17.172,-15.943
189,0.0,100.0,100.0,40.0,0.0,0.0,40.0,6.65892,3.88632,1.00339,23.292,35.777,21.749
190,70.2,40.0,100.0,0.0,0.0,100.0,0.0,2.75997,6.36902,2.28675,30.325,-46.727,19.341
191,0.0,20.0,0.0,0.0,0.0,40.0,0.0,35.9677,41.4327,39.623,70.478,-12.82,-7.531
192,100.0,100.0,0.0,0.0,100.0,40.0,0.0,4.15348,2.80037,1.08638,19.226,23.438,13.504
193,40.0,100.0,0.0,0.0,40.0,100.0,0.0,2.91463,2.35633,2.5139,17.256,12.41,-5.133
194,0.0,100.0,0.0,0.0,0.0,0.0,0.0,33.3677,16.6845,15.0819,47.86,75.781,-3.41
195,75.0,66.122,66.122,0.0,0.0,0.0,0.0,9.10718,8.77478,7.27728,35.547,5.521,-0.159
196,0.0,0.0,0.0,75.0,0.0,0.0,0.0,8.21966,8.44003,7.08653,34.883,0.732,-0.519
197,1.2,1.2,1.2,0.0,0.0,0.0,0.0,79.6703,81.6971,72.0007,92.441,1.769,-4.168
198,40.0,40.0,40.0,0.0,0.0,70.2,0.0,8.68095,13.2416,10.4567,43.125,-30.752,1.472
199,20.0,100.0,40.0,0.0,0.0,0.0,70.2,7.17975,3.88217,4.36467,23.278,41.052,-7.363
200,70.2,0.0,0.0,0.0,0.0,0.0,40.0,15.607,16.0523,41.5725,47.043,0.755,-50.464
201,20.0,20.0,70.2,0.0,0.0,0.0,100.0,4.21153,2.65372,4.51895,18.6,26.949,-16.303
202,0.0,0.0,40.0,20.0,100.0,40.0,0.0,19.2652,13.6893,1.46588,43.784,34.617,50.885
203,0.0,0.0,0.0,0.0,0.0,0.0,100.0,8.82737,4.43521,22.488,25.061,48.363,-58.887
204,0.0,70.2,70.2,0.0,20.0,0.0,0.0,38.1838,23.9304,5.29762,56.018,56.753,44.077
205,70.2,40.0,20.0,0.0,100.0,0.0,0.0,12.4709,8.28474,1.72032,34.569,34.89,32.137
206,100.0,100.0,40.0,0.0,0.0,40.0,40.0,1.73818,1.47108,3.30906,12.423,8.59,-19.459
207,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.552998,0.692907,0.48673,6.259,-4.648,1.602
208,40.0,40.0,0.0,40.0,40.0,0.0,100.0,2.98275,2.05514,2.93703,15.774,20.002,-11.013
209,40.0,70.2,70.2,0.0,0.0,40.0,0.0,9.96317,9.09209,4.99993,36.161,9.796,11.37
210,40.0,0.0,20.0,0.0,0.0,0.0,100.0,5.35184,2.94493,14.552,19.822,36.323,-50.406
211,0.0,100.0,100.0,40.0,0.0,100.0,40.0,1.18178,1.2204,0.670363,10.707,0.165,5.804
212,0.0,0.0,1.6,0.0,0.0,0.0,0.0,81.6318,83.962,72.5548,93.434,1.308,-2.945
213,0.0,100.0,100.0,70.2,0.0,0.0,0.0,4.78315,2.99603,0.771843,20.028,28.425,19.973
214,20.0,20.0,0.0,0.0,40.0,0.0,0.0,43.5663,35.5414,23.2312,66.168,29.503,10.574
215,100.0,0.0,20.0,0.0,0.0,100.0,0.0,4.29004,12.0459,13.4227,41.289,-69.761,-10.414
216,100.0,100.0,0.0,70.2,0.0,0.0,0.0,1.26484,1.10497,2.41451,9.837,6.555,-17.09
217,0.0,0.0,100.0,0.0,0.0,0.0,70.2,14.0622,12.0068,3.22882,41.227,16.519,30.761
218,100.0,0.0,0.0,70.2,100.0,0.0,0.0,3.85739,2.89198,1.02089,19.606,17.532,15.128
219,20.0,0.0,70.2,20.0,0.0,0.0,0.0,32.822,37.5505,11.002,67.688,-11.609,42.105
220,0.0,0.0,40.0,0.0,0.0,40.0,40.0,18.7676,21.7082,16.407,53.716,-10.732,3.455
221,20.0,0.0,0.0,0.0,0.0,0.0,70.2,16.3365,12.1427,33.31,41.442,29.078,-48.789
222,20.0,70.2,70.2,0.0,0.0,0.0,100.0,3.67809,2.18043,2.84446,16.407,28.629,-9.223
223,100.0,40.0,40.0,0.0,100.0,0.0,0.0,5.5695,4.23827,1.48332,24.444,18.952,17.334
224,40.0,0.0,100.0,40.0,0.0,40.0,100.0,1.26258,1.12109,1.02032,9.962,5.946,-1.491
225,0.0,2.4,0.0,0.0,0.0,0.0,0.0,80.2895,81.5096,72.5773,92.358,3.339,-4.82
226,70.0,60.365,60.365,0.0,0.0,0.0,0.0,11.184,10.9553,9.09013,39.505,4.599,-0.187
227,0.0,0.0,0.0,70.0,0.0,0.0,0.0,10.2442,10.5194,8.88935,38.759,0.783,-0.762
228,40.0,70.2,70.2,0.0,0.0,0.0,70.2,5.84213,3.93249,3.75075,23.447,26.353,-3.372
229,40.0,0.0,0.0,0.0,100.0,100.0,40.0,4.687,3.89166,1.41162,23.31,13.039,16.237
230,70.2,40.0,0.0,0.0,0.0,70.2,0.0,7.20384,11.2558,18.3713,40.008,-30.825,-24.664
231,0.0,0.0,100.0,40.0,40.0,0.0,40.0,11.6538,9.38007,1.47031,36.706,20.031,38.629
232,70.2,0.0,100.0,0.0,0.0,70.2,0.0,7.14131,16.2864,4.24783,47.348,-63.074,34.813
233,40.0,20.0,20.0,0.0,0.0,0.0,0.0,35.5256,38.0779,38.0462,68.078,-3.956,-9.563
234,0.0,0.0,0.0,0.0,0.0,0.0,98.0,9.40241,4.89137,23.2324,26.423,47.283,-57.954
235,70.2,70.2,0.0,0.0,0.0,0.0,40.0,7.99724,5.61971,17.0748,28.432,26.535,-41.701
236,70.2,70.2,0.0,0.0,70.2,0.0,0.0,10.8846,7.10866,4.76158,32.053,34.524,5.556
237,0.0,20.0,0.0,0.0,70.2,0.0,0.0,54.2375,37.1374,9.31676,67.38,53.347,47.083
238,20.0,100.0,20.0,0.0,0.0,100.0,0.0,2.2897,2.18447,3.55449,16.427,3.945,-14.208
239,0.0,0.0,0.0,0.0,100.0,40.0,40.0,15.6559,10.8026,2.04658,39.246,34.647,36.92
240,100.0,40.0,20.0,0.0,0.0,0.0,0.0,8.26704,10.9831,24.7293,39.552,-18.971,-38.075
241,100.0,20.0,40.0,0.0,40.0,0.0,0.0,6.58296,8.63357,9.59979,35.269,-16.631,-9.25
