Configuration,Mean Error,Median Error,Max Error,P95 Error,Std Dev
"{'model': <class 'sklearn.neural_network._multilayer_perceptron.MLPRegressor'>, 'hidden_layer_sizes': (100,), 'activation': 'relu', 'solver': 'adam', 'random_state': 42}",11.3368811053,7.77381721159,41.7293794843,29.753012703,8.62106262498
"{'model': <class 'sklearn.neural_network._multilayer_perceptron.MLPRegressor'>, 'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'solver': 'sgd', 'random_state': 42}",16.2316335387,12.6190869878,65.8825202937,48.7786887089,13.9517855522
"{'model': <class 'sklearn.neural_network._multilayer_perceptron.MLPRegressor'>, 'hidden_layer_sizes': (100,), 'activation': 'relu', 'solver': 'adam', 'random_state': 42}",11.3368811053,7.77381721159,41.7293794843,29.753012703,8.62106262498
