Configuration,Mean Error,Median Error,Max Error,P95 Error,Std Dev
"{'model': <class 'sklearn.tree._classes.DecisionTreeRegressor'>, 'max_depth': None, 'min_samples_split': 2, 'random_state': 42}",8.53956514152,7.58868674795,32.1773732939,21.1203346095,6.27991901905
"{'model': <class 'sklearn.tree._classes.DecisionTreeRegressor'>, 'max_depth': 10, 'min_samples_split': 5, 'random_state': 42}",8.91362726415,7.56411054257,33.5167793293,21.1203346095,6.28250282506
"{'model': <class 'sklearn.tree._classes.DecisionTreeRegressor'>, 'max_depth': None, 'min_samples_split': 2, 'random_state': 42}",8.53956514152,7.58868674795,32.1773732939,21.1203346095,6.27991901905
