Configuration,Mean Error,Median Error,Max Error,P95 Error,Std Dev
"{'model': 'PCR', 'n_components': 3}",14.9099437949,9.66025438594,57.3104488312,42.3837233411,13.2362767056
"{'model': 'PCR', 'n_components': 3}",14.9099437949,9.66025438594,57.3104488312,42.3837233411,13.2362767056
