Configuration,Mean Error,Median Error,Max Error,P95 Error,Std Dev
"{'model': <class 'sklearn.ensemble._forest.RandomForestRegressor'>, 'n_estimators': 10, 'max_depth': 5, 'random_state': 42}",9.56567313708,8.00977176552,37.8448495254,20.5147650004,6.03533733941
"{'model': <class 'sklearn.ensemble._forest.RandomForestRegressor'>, 'n_estimators': 50, 'max_depth': 5, 'random_state': 42}",9.41739810231,8.33980136501,36.697035966,18.6405072851,5.81536294064
"{'model': <class 'sklearn.ensemble._forest.RandomForestRegressor'>, 'n_estimators': 100, 'max_depth': 10, 'random_state': 42}",7.36965830622,5.07395146979,32.2825696521,20.586515118,6.44824989482
"{'model': <class 'sklearn.ensemble._forest.RandomForestRegressor'>, 'n_estimators': 200, 'max_depth': 15, 'random_state': 42}",7.37152473765,5.42758438368,32.1112809603,20.6555882474,6.47954835475
"{'model': <class 'sklearn.ensemble._forest.RandomForestRegressor'>, 'n_estimators': 300, 'max_depth': 20, 'random_state': 42}",7.38844668586,5.32776797172,32.0098297974,20.7000940767,6.45573508017
"{'model': <class 'sklearn.ensemble._forest.RandomForestRegressor'>, 'n_estimators': 100, 'max_depth': 10, 'random_state': 42}",7.36965830622,5.07395146979,32.2825696521,20.586515118,6.44824989482
