Configuration,Mean Error,Median Error,Max Error,P95 Error,Std Dev
"{'model': <class 'sklearn.gaussian_process._gpr.GaussianProcessRegressor'>, 'random_state': 42}",7.66869485373,5.55033325269,51.2667273038,22.5031870119,7.96325903327
"{'model': <class 'sklearn.gaussian_process._gpr.GaussianProcessRegressor'>, 'random_state': 42}",7.66869485373,5.55033325269,51.2667273038,22.5031870119,7.96325903327
