Configuration,Mean Error,Median Error,Max Error,P95 Error,Std Dev
"{'model': <class 'sklearn.cross_decomposition._pls.PLSRegression'>, 'n_components': 2}",21.6208552718,20.0102914995,61.9673039654,48.9802773535,12.5142722554
"{'model': <class 'sklearn.cross_decomposition._pls.PLSRegression'>, 'n_components': 3}",13.7228486682,8.75019172209,61.0724924486,43.1463540376,12.7264961797
"{'model': <class 'sklearn.cross_decomposition._pls.PLSRegression'>, 'n_components': 3}",13.7228486682,8.75019172209,61.0724924486,43.1463540376,12.7264961797
