SAMPLE_ID,CMYK_C,CMYK_M,CMYK_Y,CMYK_K,LAB_L,LAB_A,LAB_B,XYZ_X,XYZ_Y,XYZ_Z
1,0.0,0.0,0.0,0.0,52.8823964817,6.47312883262,3.18851707209,21.5407634434,20.9387512206,15.9221646465
2,0.0,10.0,0.0,0.0,45.268560984,2.64468750562,-1.26264215406,14.6396934023,14.7346245047,12.5987913956
3,0.0,20.0,0.0,0.0,34.6607725056,3.49816910902,0.771481127899,8.42477254824,8.32993199703,6.69255090127
4,0.0,30.0,0.0,0.0,73.8675552848,10.257416423,7.86070514582,48.4949931322,46.4980579955,32.8178111647
5,0.0,40.0,0.0,0.0,35.9473710182,3.57500862411,0.120324611257,9.0816497488,8.98083572797,7.38030376498
6,0.0,55.0,0.0,0.0,63.1847482482,-1.44283792452,0.612359995216,30.2859713798,31.8090466643,25.8942103064
7,0.0,70.0,0.0,0.0,43.0099159279,5.27826738765,-2.81149819575,13.5011765879,13.164398489,11.7875944682
8,0.0,85.0,0.0,0.0,58.7000953811,-1.22923662354,0.53531943508,25.4575249385,26.7048105516,21.7606512855
9,0.0,100.0,0.0,0.0,34.4429563359,1.26378627272,-0.246449699301,8.06842747992,8.22294957379,6.84263559671
10,10.0,0.0,0.0,0.0,69.2326319345,8.38965075206,7.11478255191,40.9328857225,39.6683129281,28.2029751351
11,10.0,10.0,0.0,0.0,35.5947551856,1.37820812698,-0.943149763894,8.64375135107,8.79919010359,7.49363700502
12,10.0,20.0,0.0,0.0,42.7222453137,0.541016471166,2.03944319315,12.59001032,12.9728080231,10.0700194655
13,10.0,30.0,0.0,0.0,38.5082331205,2.68965987429,-0.975184139847,10.3526856962,10.3755791137,8.83021170054
14,10.0,40.0,0.0,0.0,61.784164877,9.9426017828,-2.69648152901,31.7383931695,30.1508536202,26.4085790903
15,10.0,55.0,0.0,0.0,47.8888527266,0.44802952529,-11.4065214542,16.1893533128,16.7071087917,18.5262726366
16,10.0,70.0,0.0,0.0,69.4063467214,9.20628755436,2.09315320333,41.4465802111,39.9113545864,31.5465913597
17,10.0,85.0,0.0,0.0,35.192543206,1.11544100453,0.223105136248,8.41445428392,8.59500529993,7.03813592937
18,10.0,100.0,0.0,0.0,57.3705412363,-1.91375581574,-1.70922870232,23.9603553866,25.304117795,21.7363374698
19,20.0,0.0,0.0,0.0,36.7998183337,1.08015626524,0.277790713909,9.22364540641,9.4302524086,7.70993116037
20,20.0,10.0,0.0,0.0,54.0269184708,-1.81806140055,-0.588186734055,20.833391033,21.999918874,18.4188241431
21,20.0,20.0,0.0,0.0,71.3733234958,1.09244779694,3.74481536168,41.5668087228,42.7329229067,32.6944603622
22,20.0,30.0,0.0,0.0,46.5584671442,-0.60641580898,0.427321471122,15.0231560586,15.6849929782,12.7885490676
23,20.0,40.0,0.0,0.0,42.8659235886,1.17787157453,-0.785203256301,12.7779846788,13.0682646034,11.0348880724
